gvkey,fyear,act,at,bkvlps,capx,ceq,ch,che,csho,cstk,dlc,dltt,dvt,ebit,ebitda,emp,intan,invt,itcb,ivaeq,ivao,lct,lt,mib,ni,oiadp,ppegt,ppent,pstkl,pstkrv,rect,revt,sale,seq,txdb,txditc,txt,utme,xad,xopr,xrd,sich,mkvalt,prcc_f,naics,sic,marketval,log_sales,log_employee_base,log_asset_total,leverage1,leverage2,leverage3,randd,cap2asset,ebitda2asset,firmyr_patent_count,firmyr_fcitation06_mean,firmyr_fcitation06_total,firmyr_bcitation06_mean,firmyr_bcitation06_total,firmyr_nclaims_mean,firmyr_nclaims_total,firmyr_complexity_mean,firmyr_generality_mean,firmyr_originality_mean
1164,2000,9068,85893,,10984,52946,720,720,,,7200,12494,1,5474,8754,71.2,,0,0,,,14213,30355,2592,2534,5474,41149,35177,0,0,6605,22755,22755,52946,2683,2683,1990,,,14001,,4813,,14.0625,517110,4813,,10.03254,4.265493,11.36086,0.0838252,0.3534048,0.1454601,,0.12788,0.1019175,9,17.00052,136.0042,534.4905,4275.924,22.66667,204,5.69049,0.5242424,0.5896863
1164,2001,8179,91901,18.7853,7619,55617,1409,1409,2960.671,30,172,24533,0,3962,8083,61.8,40818,0,0,992,1998,5915,34190,2094,1407,3962,44962,36792,0,0,4634,21348,21348,55617,3196,3196,943,,,13265,,4813,41686.25,14.08,517110,4813,41686.25,9.968714,4.123903,11.42847,0.0018716,0.3720308,0.2669503,,0.0829044,0.0879533,19,11.77168,223.662,506.996,9632.923,32.05263,609,5.601554,0.3833333,0.489385
1164,2002,9649,26536,-7.2223,1660,-22295,2820,2820,3086.952,31,885,1046,19,742,4033,74.7,1514,0,0,53,117,7422,47994,837,-9173,742,21315,14190,0,0,6128,32202,32202,-22295,0,0,54,,516,28169,,4813,365.1064,0.123,517110,4813,379.6951,10.37978,4.31348,10.18626,0.0333509,1.808637,0.0394181,,0.0625565,0.1519822,15,4.334553,65.0183,705.3819,10580.73,28.86667,433,5.717043,0.5,0.5649325
1164,2003,12153,27367,26.9075,954,8472,6178,6178,314.856,3,330,7117,0,908,3555,56.6,2135,0,0,192,46,8701,17745,1150,22211,908,11758,11758,0,0,4387,27315,27315,8472,1213,1213,407,,621,23760,,4813,,0.0132,517110,4813,4.156099,10.21519,4.036009,10.21709,0.0120583,0.6484087,0.2600577,,0.0348595,0.129901,9,0,0,1881.99,16937.91,21.88889,197,5.596303,,0.5446118
1164,2004,9093,17060,13.237,982,4230,4449,5504,319.558,3,24,5909,254,209,2133,40.4,991,0,0,79,37,6203,12830,0,-4002,209,6771,6259,0,0,2855,20658,20658,4230,18,18,520,,152,18525,,4813,6442.289,20.16,517110,4813,6442.289,9.935858,3.69883,9.744492,0.0014068,0.7520516,0.3463658,,0.0575615,0.1250293,2,0,0,309.4173,618.8346,29,58,5.735914,,0.6166667
1166,2000,523.155,730.33,5.9318,66.998,289.453,100.269,100.274,48.797,0.207,41.889,29.722,0,180.035,229.062,7.091,64.32,176.495,0,0,0,307.165,337.674,103.203,88.503,180.035,301.249,142.855,0,0,224.016,877.977,877.977,289.453,0.787,0.787,21.432,,,648.915,69.283,3559,454.4221,9.3125,333242,3559,454.4221,6.77762,1.958826,6.593496,0.0573563,0.4623581,0.0406967,4.2382,0.0917366,0.3136418,14,36.34185,508.7859,184.96,2589.44,21.71428,304,6.220501,0.5904443,0.7070022
1166,2001,423.186,673.864,5.8211,63.699,285.642,95.754,95.758,49.07,1.747,16.387,126.793,0,21.586,59.649,5.955,57.24,183.385,0,18.049,0,167.374,295.927,92.295,5.428,21.586,352.777,170.081,0,0,125.253,499.403,499.403,285.642,1.76,1.76,4.193,,,439.754,70.906,3559,957.3557,19.51,333242,3559,957.3557,6.213413,1.784231,6.513028,0.024318,0.4391494,0.1881581,4.261355,0.094528,0.0885179,21,25.77126,541.1965,171.4926,3601.345,20.57143,432,6.196159,0.4671301,0.710997
1166,2002,432.025,685.552,5.6395,34.859,278.421,74.434,74.446,49.37,2.071,30.634,123.554,0,-6.293,35.742,6.554,57.174,194.76,0,21.261,,180.721,305.376,101.755,-31.31,-6.293,379.996,168.285,0,0,141.189,543.964,543.964,278.421,1.101,1.101,-1.222,,,508.222,92.618,3559,636.873,12.9,333242,3559,636.873,6.298883,1.880076,6.530224,0.0446852,0.4454454,0.1802256,4.528483,0.0508481,0.0521361,33,18.63632,614.9987,200.1731,6605.713,31.21212,1030,6.433088,0.4261869,0.7592065
1166,2003,588.793,846.898,5.4083,37.89,270.75,195.073,195.084,50.062,2.522,35.902,225.641,0,26.045,69.398,7.433,57.867,183.54,0,30.084,,238.407,466.24,109.908,-36.934,26.045,398.575,164.057,0,0,183.631,732.979,732.979,270.75,2.192,2.192,8.959,,,663.581,99.583,3559,1013.255,20.24,333242,3559,1013.255,6.597117,2.005929,6.74158,0.0423924,0.5505267,0.2664323,4.600991,0.0447397,0.0819438,27,3.931507,106.1507,613.4013,16561.84,29.62963,800,6.17283,0.25,0.6814322
1166,2004,779.613,1115.306,6.605,78.712,347.542,295.96,295.967,52.618,2.85,140.67,261.75,0,119.732,169.414,8.26,132.865,212.491,0,,0,381.652,644.639,123.125,32.544,119.732,460.124,193.182,0,0,232.883,1021.097,1021.097,347.542,1.237,1.237,14.316,,,851.683,114.902,3559,862.409,16.39,333242,3559,862.409,6.928633,2.111425,7.016884,0.1261268,0.5779929,0.234689,4.74408,0.0705744,0.1518991,10,0,0,411.8907,4118.907,26.3,263,6.064381,,0.6186458
1166,2005,664.115,961.935,5.3635,52.859,282.543,159.862,159.867,52.679,2.495,33.407,271.406,0,72.973,117.681,7.433,97.324,224.292,0,,0,265.911,537.685,141.707,-47.625,72.973,485.837,193.431,0,0,247.896,860.224,860.224,282.543,0.368,0.368,8.653,,,742.543,119.211,3559,885.534,16.81,333242,3559,885.534,6.757193,2.005929,6.868947,0.034729,0.5589619,0.2821459,4.780895,0.0549507,0.1223378,1,0,0,397.7512,397.7512,29,29,6.118757,,0.7818182
1193,2000,569.711,1572.659,1443.394,27.799,142.896,29.244,29.244,0.099,2.473,370.912,700.087,3.165,17.874,44.045,5.6,,111.94,0,0,558.321,587.018,1390.068,0,-9.377,17.874,443.297,175.784,39.695,39.695,385.254,1426.886,1426.886,182.591,0,0,6.864,,13.2,1382.841,2.9,7600,,,424720,5172,,7.26325,1.722767,7.360523,0.2358502,0.8838966,0.4451613,1.064711,0.0176764,0.0280067,2,5.30155,10.6031,49.9968,99.9936,18.5,37,5.665841,1,0.8469925
1209,2000,1805,8270.5,13.1702,767.7,2821.3,94.1,94.1,214.219,249.4,429.2,2615.8,158.1,833.6,1427.2,17.5,,482.2,0,466.6,,1374.8,5333.7,115.5,124.2,833.6,10310.9,5256.7,0,0,982.7,5467.1,5467.1,2821.3,781.8,781.8,-13.7,,,4039.9,124.4,2810,7711.884,36,325120,2810,7711.884,8.606503,2.862201,9.020451,0.0518953,0.6449066,0.3162808,4.823502,0.0928239,0.1725651,71,6.543769,464.6076,116.0135,8236.957,19.90141,1413,5.905677,0.5266626,0.5665877
1209,2001,1684.8,8084.1,14.4145,708.3,3105.8,66.2,66.2,215.463,249.4,487.4,2027.5,167.6,801.5,1393.9,17.8,,478.4,0,499.5,0,1352.4,4860.3,118,465.6,801.5,10226.5,5118.5,0,0,913.4,5717.2,5717.2,3105.8,778.4,778.4,219,,,4323.3,122.5,2810,8312.563,38.58,325120,2810,8312.563,8.651235,2.879199,8.997655,0.0602912,0.6012172,0.250801,4.808111,0.0876164,0.1724249,90,5.950638,535.5574,67.24518,6052.066,19.76667,1779,5.854414,0.5022922,0.6050999
1209,2002,1909.3,8495,15.8345,627.6,3460.4,253.7,253.7,218.536,249.4,368.7,2041,178.5,761.9,1342.9,17.2,502,460.7,0,484.2,0,1256.2,4850.2,184.4,525.4,761.9,10879.8,5377.8,0,0,980.9,5401.2,5401.2,3460.4,725.6,725.6,240.8,,,4058.3,120.6,2810,9180.697,42.01,325120,2810,9180.697,8.594377,2.844909,9.047233,0.043402,0.5709476,0.240259,4.79248,0.0738788,0.1580812,96,4.183613,401.6269,129.9445,12474.67,19.22917,1846,6.052014,0.4718615,0.5343971
1209,2003,2067.9,9431.9,17.0826,612.9,3782.5,76.2,76.2,221.424,249.4,378,2168.6,193.5,720.2,1360.4,18.5,829.9,565.9,0,553.5,0,1581.2,5461.3,188.1,397.3,720.2,11723.2,5637.1,0,0,1188.5,6297.3,6297.3,3782.5,705.6,705.6,147.2,,,4936.9,121.1,2810,9986.223,45.1,325120,2810,9986.223,8.747876,2.917771,9.151853,0.0400768,0.5790244,0.2299219,4.796617,0.0649816,0.1442339,77,3.191918,245.7777,312.6403,24073.3,19.53247,1504,5.922819,0.2,0.6285292
1209,2004,2416.9,10040.4,19.6833,705.5,4444,146.3,146.3,225.775,249.4,310.1,2113.6,233.6,838.1,1553,19.9,931.9,577.2,0,629.8,0,1705.6,5427.5,168.9,604.1,838.1,12201.5,5702.2,0,0,1454.7,7411.4,7411.4,4444,788,788,226.6,,,5858.4,126.7,2810,12277.64,54.38,325120,2810,12277.64,8.910774,2.99072,9.214373,0.0308852,0.5405661,0.2105095,4.841822,0.0702661,0.1546751,28,2.416768,67.66949,291.2492,8154.978,18.71428,524,6.065394,1,0.613521
1209,2005,2414.7,10408.8,20.6197,929.5,4575.5,55.8,55.8,221.899,249.4,499.8,2052.9,281.6,955.6,1683.9,20.2,1018.7,577.2,0,663.7,,1943.2,5652.2,181.1,711.7,955.6,12913.3,5868.8,0,0,1734.2,8143.5,8143.5,4575.5,834.5,834.5,263.3,,,6459.6,132.7,2810,12235.51,55.14,325120,2810,12235.51,9.004975,3.005683,9.250407,0.0480171,0.5430213,0.1972273,4.888091,0.0892994,0.1617766,6,0,0,367.0164,2202.098,13,78,5.806462,,0.6169637
1209,2006,2612.6,11180.7,22.665,1261.3,4924,35.2,35.2,217.251,249.4,623.9,2280.2,296.1,1013.5,1776.5,20.7,1134.1,701.1,0,728.3,363.4,2323.4,6078.7,178,723.4,1013.5,13590.3,6162,0,0,1694.7,8850.4,8850.4,4924,833.1,833.1,271.2,,,7073.9,151.4,2810,14418.95,66.37,325120,2810,14418.95,9.088218,3.030134,9.321944,0.0558015,0.5436779,0.2039407,5.019925,0.1128105,0.1588899,1,0,0,324.7254,324.7254,25,25,5.858823,,0.8611112
1234,2001,20.678,64.287,23.2079,2.808,39.175,0.542,0.542,1.688,0.342,0,17.125,0,5.82,10.389,0.443,14.923,11.114,0,0,0,5.446,25.112,0,9.754,5.82,39.866,25.378,0,0,7.559,57.605,57.605,39.175,1.576,1.576,1.803,,,47.216,1.911,3841,64.2284,38.05,339112,3841,64.2284,4.053609,-0.8141855,4.163357,0,0.3906233,0.2663836,0.6476266,0.0436791,0.1616034,2,1.8961,3.7922,44.5716,89.1432,25.5,51,5.578171,,0.5
1234,2002,20.676,60.807,24.4379,3.279,41.691,0.353,0.353,1.706,0.342,0,10.337,0,5.782,10.166,0.42,12.133,10.311,0,0,0,5.889,19.116,0,2.589,5.782,42.661,24.45,0,0,6.721,59.533,59.533,41.691,2.115,2.115,1.403,,,49.367,2.18,3841,38.385,22.5,339112,3841,38.385,4.086531,-0.8675005,4.107705,0,0.3143717,0.1699969,0.7793249,0.0539247,0.1671847,1,0,0,30.3528,30.3528,12,12,5.306724,,1
1234,2004,27.673,67.408,29.4375,5.57,50.603,0.255,0.255,1.719,0.342,0,2.936,0.891,8.596,13.388,0.456,11.444,14.013,0,0,0,8.467,16.805,0,6.47,8.596,50.402,25.331,0,0,7.588,66.081,66.081,50.603,4.263,4.263,2.289,,,52.693,2.374,3841,79.2975,46.13,339112,3841,79.29747,4.190881,-0.7852625,4.210764,0,0.2493028,0.0435557,0.8645763,0.0826311,0.1986114,2,0,0,320.8239,641.6478,20,40,5.378361,,0.6009768
1238,2000,1621.5,12415.4,29.3948,2174.2,4404.9,44.6,44.6,149.853,3077.4,111.5,3427,83.7,1703.3,2550.5,,0,328.5,0,,0,1271.5,7173.7,0,950.6,1703.3,14874.8,10643.4,836.8,836.8,1248.4,5300.3,5300.3,5241.7,2302.3,2302.3,544.5,,,2749.8,,1311,10759.45,71.8,211111,1311,10759.45,8.575519,,9.426693,0.0089808,0.5778066,0.2760282,,0.1751212,0.2054304,2,10.1882,20.3764,312.1551,624.3101,9,18,5.926817,0.5,0.376727
1239,2000,740.537,1389.819,11.3781,37.527,636.481,114.637,114.951,55.939,15.031,3.988,340.948,16.182,164.233,200.808,15.3,347.635,445.257,0,0,0,340.789,753.338,0,103.184,164.233,451.428,240.091,0,0,154.207,2247.163,2247.163,636.481,38.349,38.349,51.097,,,2046.355,,5990,1525.56,28.8125,325620,2844,1611.742,7.717424,2.727853,7.236929,0.0028694,0.5420403,0.2453183,,0.0270014,0.144485,1,0,0,101.704,101.704,18,18,6.505761,,0.4789474
1239,2002,984.217,1729.491,14.8242,55.464,862.459,217.485,217.485,58.179,15.031,3.702,320.181,20.351,234.428,277.843,16.9,423.112,522.208,0,0,0,460.447,867.032,0,137.665,234.428,519.019,247.85,0,0,209.01,2650.976,2650.976,862.459,38.337,38.337,74.127,,,2373.133,9.8,5990,2776.785,49.03,325620,2844,2852.516,7.882683,2.827314,7.455583,0.0021405,0.5013221,0.1851302,2.282382,0.0320696,0.1606502,1,0,0,174.1997,174.1997,29,29,6.160955,,0.1699604
1244,2000,8.161,19.003,6.0876,5.216,15.992,0.839,1.831,2.627,0.03,1,0,0,2.213,4.152,0.046,0.479,2.493,0,0,0.501,2.802,2.802,0,1.538,2.213,13.107,9.73,0.209,0.209,2.628,17.958,17.958,16.201,0,0,0.825,,0.159,13.806,1.793,2870,78.81,30,325320,2870,78.81,2.888036,-3.079114,2.944597,0.0526233,0.1474504,0,0.5838902,0.274483,0.2184918,1,9.0426,9.0426,24.1136,24.1136,45,45,6.266715,0.9999999,0.9285714
1244,2001,9.019,21.865,6.8456,5.359,18.175,2.848,2.848,2.655,0.03,2,0,0,2.588,5.33,0.035,0.479,2.476,0,0,0,3.37,3.491,0,1.781,2.588,18.465,12.347,0.199,0.199,2.849,21.989,21.989,18.374,0.095,0.095,0.838,,0.189,16.659,2.64,2870,58.41,22,325320,2870,58.41,3.090542,-3.352407,3.084887,0.0914704,0.1596616,0,0.9707789,0.2450949,0.2437686,1,14.8404,14.8404,44.5212,44.5212,54,54,6.101249,0.6666666,0.7499999
1281,2000,217.125,473.022,8.3856,15.082,234.981,10.539,10.539,28.022,30.092,3.796,134.639,0,27.372,48.547,2.5,129.19,101.64,0,0,0,84.494,237.924,0.117,12.053,27.372,104.66,41.279,0,0,93.815,392.608,392.608,234.981,9.168,9.168,7.53,,,344.061,25.442,3663,502.6446,17.9375,334220,3663,502.6446,5.972812,0.9162908,6.159142,0.008025,0.5029871,0.2846358,3.236401,0.0318844,0.1026316,1,14.6847,14.6847,58.7388,58.7388,22,22,4.731486,0,0
1281,2001,257.93,511.956,8.4916,10.044,258.357,16.368,16.368,30.425,32.5,12.318,140.53,0,9.801,31.015,2.7,140.995,124.026,0,0,0,95.133,253.312,0.287,-1.823,9.801,116.119,41.29,0,0,112.46,394.601,394.601,258.357,2.164,2.164,-1.073,,,363.586,26.086,3663,258.6125,8.5,334220,3663,258.6125,5.977875,0.9932518,6.238239,0.0240607,0.4947925,0.2744963,3.261399,0.0196189,0.0605814,1,19.5796,19.5796,83.21329,83.21329,15,15,5.832094,0.5,0
1281,2002,282.926,530.038,8.976,6.761,274.254,48.42,48.42,30.554,32.502,13.277,64.084,2.54,20.607,32.599,2.3,139.672,100.474,0,0,0,118.072,205.329,0.455,3.395,20.607,127.742,38.214,50,50,125.842,416.975,416.975,324.254,,,3.773,,,384.376,26.031,3663,289.3464,9.47,334220,3663,289.3464,6.033026,0.8329091,6.272949,0.0250491,0.3873854,0.1209045,3.259288,0.0127557,0.0615031,2,6.08095,12.1619,24.24845,48.4969,38.5,77,5.045009,,0
1300,2000,10661,25175,12.0241,853,9707,1196,1196,807.292,958,1682,3941,599,3629,4624,125,5898,3734,0,748,,7214,15468,,1659,3629,12460,5230,0,0,4623,25023,25023,9707,1173,1173,739,,,20399,818,3728,38195,47.3125,336413,3728,38195,10.12755,4.828314,10.13361,0.0668123,0.614419,0.1565442,6.706862,0.0338828,0.1836743,503,10.6438,5343.189,82.08814,41208.25,20.9165,10521,5.68649,0.6500058,0.6562839
1300,2001,9894,24226,11.252,876,9170,1393,1393,814.966,958,539,4731,609,2748,3471,115,6356,3355,0,466,,6220,15056,,-99,2748,11681,4933,0,0,3620,23652,23652,9170,875,875,-323,,,20181,832,3728,27562.15,33.82,336413,3728,27562.15,10.0712,4.744932,10.09518,0.0222488,0.6214811,0.1952861,6.723833,0.0361595,0.1432758,492,6.088037,2995.314,137.5916,67695.06,21.82724,10739,5.624404,0.5683653,0.671023
1300,2002,10195,27559,10.4448,671,8925,2021,2021,854.493,958,370,4719,614,2508,3238,108,6873,2953,0,160,2100,6574,18634,,-220,2508,11157,4055,0,0,3264,22274,22274,8925,419,419,-725,,,19036,757,3728,20507.83,24,336413,3728,20507.83,10.01118,4.682131,10.22408,0.0134257,0.6761494,0.1712326,6.629363,0.0243478,0.1174934,533,5.606284,2988.149,181.1296,96542.09,21.84991,11646,5.587033,0.5478447,0.6548904
1300,2003,11523,29344,12.4419,655,10729,2950,2950,862.33,958,199,4961,645,2194,2855,108,6988,2939,0,181,1705,6783,18615,,1324,2194,11745,4295,0,0,3643,23103,23103,10729,316,316,296,,,20248,751,3728,28827.69,33.43,336413,3728,28827.69,10.04772,4.682131,10.28684,0.0067816,0.6343716,0.1690635,6.621406,0.0223214,0.0972942,425,3.489525,1483.048,301.1822,128002.4,22.22353,9445,5.630227,0.5459048,0.664894
1300,2004,12820,31062,13.2374,629,11252,3586,3586,850.013,958,1204,4069,643,2346,2996,109,7254,3160,0,305,1649,8739,19810,,1281,2346,11662,4331,0,0,4243,25601,25601,11252,397,397,399,,,22605,917,3728,30098.96,35.41,336413,3728,30098.96,10.15039,4.691348,10.34374,0.0387612,0.6377568,0.1309961,6.821107,0.0202498,0.0964523,283,1.722333,485.6978,449.5921,126785,21.90813,6200,5.54241,0.5,0.6469747
1300,2005,11962,32294,13.5675,684,11254,1234,1234,829.483,958,2024,3082,700,2848,3545,116,9636,3401,0,64,1608,10430,21040,,1655,2848,12286,4658,0,0,5017,27653,27653,11254,503,503,742,,,24108,1072,3728,30898.24,37.25,336413,3728,30898.24,10.22749,4.75359,10.38264,0.0626742,0.6515142,0.0954357,6.977282,0.0211804,0.1097727,63,0.5741387,35.5966,551.4777,34191.62,18.88889,1190,5.474138,,0.6064208
1300,2006,12304,30941,12.141,733,9720,1224,1224,800.592,958,1154,3909,750,3544,4338,118,9650,3588,0,49,1433,10135,21221,0,2083,3544,12799,4797,0,0,5740,31367,31367,9720,352,352,720,,,27029,1411,3728,36218.78,45.24,336413,3728,36218.78,10.35351,4.770685,10.33984,0.0372968,0.6858537,0.1263372,7.252054,0.0236902,0.1402023,3,0,0,211.1458,633.4374,20.33333,61,4.768547,,0.1111111
1327,2000,220.001,337.019,6.8786,54.748,299.178,68.802,153.784,43.494,10.88,0.129,0.235,0,42.446,58.456,1.12,0,15.661,0,0,0,31.713,37.841,0,33.373,42.446,192.443,114.196,0,0,36.984,271.568,271.568,299.178,3.812,3.812,15.897,,,213.112,36.026,3674,685.0305,15.75,334413,3674,685.0305,5.604213,0.1133287,5.820139,0.0003828,0.1122815,0.0006973,3.584241,0.1624478,0.1734502,45,15.41149,693.5172,92.19128,4148.608,22.02222,991,6.002308,0.643293,0.6506727
1327,2001,157.891,316.119,6.601,40.994,292.162,62.413,114.14,44.26,11.065,0.129,0.106,0,-26.176,-5.172,0.935,4.378,12.218,0,0,0,21.568,23.957,0,-18.286,-26.176,229.946,134.356,0,0,24.485,126.502,126.502,292.162,0,0,-9.008,,,131.674,41.578,3674,674.965,15.25,334413,3674,674.965,4.840258,-0.0672088,5.756119,0.0004081,0.0757848,0.0003353,3.727571,0.129679,-0.0163609,56,11.13936,623.8042,93.21817,5220.218,23.26786,1303,6.116558,0.5954545,0.6306841
1327,2002,227.396,1346.912,7.3769,29.412,1014.976,53.358,53.358,137.589,34.397,0.129,180.039,0,-61.216,-0.643,4,940.686,55.643,0,0,0,147.627,331.936,0,-236.064,-61.216,449.482,143.773,0,0,94.425,457.769,457.769,1014.976,0,0,-19.589,,,458.412,198.103,3674,623.2782,4.53,334413,3674,623.2782,6.126365,1.386294,7.20557,0.0000958,0.2464422,0.133668,5.288787,0.0218366,-0.0004774,32,6.920563,221.458,136.2529,4360.092,21,672,5.83232,0.6904762,0.5726879
1327,2003,386.095,1090.668,4.53,40.294,673.175,161.506,170.806,148.604,37.151,41.681,275,0,1.251,42.578,3.8,527.695,58.168,0,0,0,136.816,417.493,0,-451.416,1.251,354.036,121.556,0,0,144.267,617.789,617.789,673.175,0,0,0.652,,,575.211,151.762,3674,1352.296,9.1,334413,3674,1352.296,6.426147,1.335001,6.994545,0.038216,0.3827865,0.2521391,5.022314,0.0369443,0.0390385,26,4.719673,122.7115,210.0744,5461.935,23.34615,607,5.719245,0.8333333,0.5732752
1327,2004,463.864,1168.806,4.8177,59.998,751.623,203.539,214.552,156.012,39.003,50,230,0,60.018,98.133,4.2,524.388,79.572,0,0,0,181.251,417.183,0,22.412,60.018,404.794,143.534,0,0,157.772,784.023,784.023,751.623,0,0,3.984,,,685.89,152.633,3674,1478.994,9.48,334413,3674,1478.994,6.664438,1.435085,7.063738,0.0427787,0.3569309,0.196782,5.028036,0.0513327,0.08396,19,2.106616,40.0257,282.5496,5368.442,23.42105,445,5.517901,0,0.5679414
1356,2000,7578,31691,13.132,1121,11366,315,371,865.517,925,3146,4987,418,3085,4292,142,6824,2703,0,1072,,7954,18755,1514,1484,3085,22600,12850,56,56,3815,22936,22936,11422,969,969,942,,,18644,194,3350,28994.82,33.5,331318,3350,28994.82,10.04046,4.955827,10.36379,0.0992711,0.5918084,0.1573633,5.267858,0.0353728,0.1354328,55,5.860142,322.3078,59.1287,3252.079,20.89091,1149,5.824126,0.730839,0.4745747
1356,2001,6792,28355,12.4566,1177,10558,512,527,847.582,925,245,6388,518,2270,3523,129,6407,2531,0,1428,,5003,16428,1313,908,2270,22536,11982,56,56,2865,22859,22859,10614,556,556,525,,,19336,203,3350,30131.54,35.55,331318,3350,30131.54,10.0371,4.859812,10.25256,0.0086405,0.5793687,0.2252865,5.313206,0.0415094,0.1242462,57,5.475046,312.0776,76.3958,4354.561,21.92982,1250,5.738947,0.5540816,0.5721069
1356,2002,6313,29810,11.6853,1270,9872,344,413,844.819,925,122,8365,509,1547,2655,127,7106,2441,0,1485,0,4461,18590,1293,420,1547,23120,12111,55,55,2552,20263,20263,9927,502,502,292,,,17608,214,3350,19244.98,22.78,331318,3350,19244.98,9.916552,4.844187,10.3026,0.0040926,0.6236162,0.2806105,5.365976,0.0426032,0.0890641,57,6.182767,352.4177,171.115,9753.556,23.22807,1324,5.685358,0.6796296,0.5848187
1356,2003,6740,31711,13.8401,863,12020,576,576,868.491,925,579,6692,516,1683,2877,120,7361,2524,0,1347,659,5084,18296,1340,938,1683,24797,12557,55,55,2871,21504,21504,12075,804,804,404,,,18627,194,3350,33002.66,38,331318,3350,33002.66,9.975994,4.787492,10.36442,0.0182586,0.5769607,0.2110309,5.267858,0.0272145,0.0907256,53,1.304064,69.1154,240.5809,12750.79,18.32076,971,5.819299,0,0.5649814
1356,2004,7493,32609,15.207,1142,13245,457,457,870.98,925,954,5346,524,2185,3389,119,7147,2968,0,1517,549,6298,17893,1416,1310,2185,25865,12592,55,55,2999,23478,23478,13300,790,790,557,,,20089,182,3350,27366.19,31.42,331318,3350,27366.19,10.06382,4.779123,10.39234,0.0292557,0.5487136,0.1639425,5.204007,0.035021,0.1039284,14,0,0,364.1275,5097.785,20.35714,285,5.76034,,0.6537744
1356,2005,8790,33696,15.3033,2124,13318,762,762,870.269,925,1270,5279,524,2131,3396,129,7261,3452,0,631,739,7368,18958,1365,1233,2131,27017,13163,55,55,3343,26159,26159,13373,875,875,441,,,22763,194,3350,25733.85,29.57,331318,3350,25733.85,10.17195,4.859812,10.42513,0.0376899,0.5626187,0.1566655,5.267858,0.0630342,0.1007835,4,0,0,379.2781,1517.112,24.25,97,5.981868,,0.5652832
1359,2000,1275.1,2921.6,6.5827,42.6,1563.4,867,1013.4,237.5,1.2,9.8,1125.6,0,268.1,305,2.442,0,65,0,,447.5,150.6,1358.2,0,223.3,268.1,600.1,421.4,0,0,169,988.5,988.5,1563.4,0,0,26,,47.3,683.5,79.5,2834,10093.75,42.5,325412,2834,10093.75,6.896189,0.8928174,7.979887,0.0033543,0.4648823,0.3852684,4.375757,0.0145811,0.1043949,26,3.510304,91.2679,153.346,3986.997,20.69231,538,5.912236,0.2466667,0.6030371
1408,2000,2264.5,5764.1,13.8538,227.2,2126.7,20.9,20.9,153.509,717.4,806,1151.8,147.7,754.2,990.9,27.8,1989.4,1079.2,0,0,0,2039.9,3628.2,,-137.7,754.2,2275.1,1205.1,9.223,9.223,952.1,5491.8,5491.8,2135.9,54.9,54.9,176.6,,378.4,4500.9,55.5,3490,4605.27,30,312140,2085,4605.27,8.611012,3.325036,8.659405,0.139831,0.6294478,0.199823,4.016383,0.0394164,0.1719089,51,16.26623,829.5778,179.6514,9162.221,26.05882,1329,6.11438,0.2678309,0.4331039
1408,2001,1969.6,5300.9,14.1495,207.3,2094.1,48.7,48.7,147.998,717.4,39.2,950.3,148,704.1,922.8,24.998,1789.6,856.6,0,,0,1258.4,2807.4,390.8,386,704.1,2261.9,1158.4,8.6,8.6,860.6,5318.3,5318.3,2102.7,0,0,94.4,,430.2,4395.5,54.3,3490,5859.241,39.59,312140,2085,5859.241,8.578909,3.218796,8.575632,0.007395,0.5296082,0.1792714,3.994524,0.0391066,0.1740837,81,13.26328,1074.326,199.3114,16144.22,21.20988,1718,6.076104,0.2363573,0.4051271
1408,2002,1903.1,5822.2,15.6833,194.3,2305.3,15.4,15.4,146.991,717.4,294.2,841.7,153.4,842.4,1021.1,28.592,2332.7,835.8,0,,76,1514.7,3110.1,398.9,525.6,842.4,2397.4,1189.6,7.9,7.9,845.1,5366.6,5366.6,2313.2,71.1,71.1,214.2,,421.5,4345.5,55.9,3490,6836.551,46.51,312140,2085,6836.551,8.58795,3.353127,8.669434,0.0505307,0.5341795,0.1445673,4.023564,0.0333723,0.1753804,114,9.265297,1056.244,325.3318,37087.83,20.28947,2313,5.982212,0.2440476,0.4077285
1408,2003,2281.6,7444.9,18.5417,193.9,2712,104.6,104.6,146.265,717.4,730.9,1242.6,166.9,963.2,1155.8,30.988,3328.6,956.2,0,8.2,66.7,2133.5,4355.9,369.5,579.2,963.2,2720.4,1358.9,7.5,7.5,973.4,5912.5,5912.5,2719.5,332.7,332.7,289.2,,470.5,4756.7,58.1,3490,10456.49,71.49,312140,2085,10456.48,8.684824,3.4336,8.915284,0.0981746,0.5850851,0.1669062,4.062166,0.0260447,0.1552472,106,4.250118,450.5125,866.4049,91838.92,20.12264,2133,6.056194,0,0.3960819
1408,2004,2641.9,7883.6,21.6488,241.7,3123.6,85.1,85.1,144.285,717.4,670.2,1239.5,184.1,1045.3,1266.3,27.476,3237.2,915.7,0,9.3,64.6,2036,4394.9,358,783.8,1045.3,2244.1,1219.5,7.1,7.1,787.8,5845.5,5845.5,3130.7,445.5,445.5,261.1,,512,4579.2,68.7,3490,11135.92,77.18,312140,2085,11135.92,8.673428,3.313313,8.97254,0.0850119,0.5574737,0.1572251,4.229749,0.0306586,0.1606246,68,1.129004,76.7723,1494.837,101648.9,16.72059,1137,6.038393,0,0.4497453
